idx;result;table;_start;_stop;_time;_value;InstallationName;_field;_measurement
2295;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T02:50:00Z;-19,89;acme;a;007955_0x40
2296;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:00:00Z;-19,66;acme;a;007955_0x40
2297;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:10:00Z;-18,9;acme;a;007955_0x40
2298;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:20:00Z;-20,51;acme;a;007955_0x40
2299;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:30:00Z;-18,99;acme;a;007955_0x40
2300;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:40:00Z;-19,26;acme;a;007955_0x40
2301;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T03:50:00Z;-20,27;acme;a;007955_0x40
2302;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:00:00Z;-18,72;acme;a;007955_0x40
2303;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:10:00Z;-19,83;acme;a;007955_0x40
2304;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:20:00Z;-19,78;acme;a;007955_0x40
2305;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:30:00Z;-18,49;acme;a;007955_0x40
2306;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:40:00Z;-20,4;acme;a;007955_0x40
2307;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T04:50:00Z;-19,35;acme;a;007955_0x40
2308;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:00:00Z;-18,64;acme;a;007955_0x40
2309;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:10:00Z;-20,5;acme;a;007955_0x40
2310;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:20:00Z;-18,99;acme;a;007955_0x40
2311;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:30:00Z;-19,21;acme;a;007955_0x40
2312;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:40:00Z;-20,26;acme;a;007955_0x40
2313;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T05:50:00Z;-18,7;acme;a;007955_0x40
2314;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:00:00Z;-19,78;acme;a;007955_0x40
2315;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:10:00Z;-19,89;acme;a;007955_0x40
2316;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:20:00Z;-18,56;acme;a;007955_0x40
2317;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:30:00Z;-20,4;acme;a;007955_0x40
2318;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:40:00Z;-19,51;acme;a;007955_0x40
2319;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T06:50:00Z;-18,64;acme;a;007955_0x40
2320;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:00:00Z;-20,54;acme;a;007955_0x40
2321;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:10:00Z;-19,22;acme;a;007955_0x40
2322;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:20:00Z;-18,89;acme;a;007955_0x40
2323;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:30:00Z;-20,46;acme;a;007955_0x40
2324;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:40:00Z;-18,86;acme;a;007955_0x40
2325;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T07:50:00Z;-19,2;acme;a;007955_0x40
2326;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:00:00Z;-20,12;acme;a;007955_0x40
2327;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:10:00Z;-19,06;acme;a;007955_0x40
2328;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:20:00Z;-19,01;acme;a;007955_0x40
2329;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:30:00Z;-20,38;acme;a;007955_0x40
2330;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:40:00Z;-19,4;acme;a;007955_0x40
2331;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T08:50:00Z;-18,66;acme;a;007955_0x40
2332;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:00:00Z;-20,5;acme;a;007955_0x40
2333;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:10:00Z;-17,22;acme;a;007955_0x40
2334;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:20:00Z;-18,53;acme;a;007955_0x40
2335;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:30:00Z;-20,3;acme;a;007955_0x40
2336;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:40:00Z;-15,28;acme;a;007955_0x40
2337;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T09:50:00Z;-16,91;acme;a;007955_0x40
2338;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:00:00Z;-15,36;acme;a;007955_0x40
2339;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:10:00Z;-19,14;acme;a;007955_0x40
2340;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:20:00Z;-20,38;acme;a;007955_0x40
2341;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:30:00Z;-20,93;acme;a;007955_0x40
2342;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:40:00Z;-19,44;acme;a;007955_0x40
2343;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T10:50:00Z;-19,92;acme;a;007955_0x40
2344;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:00:00Z;-20,89;acme;a;007955_0x40
2345;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:10:00Z;-20,29;acme;a;007955_0x40
2346;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:20:00Z;-18,87;acme;a;007955_0x40
2347;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:30:00Z;-20,1;acme;a;007955_0x40
2348;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:40:00Z;-21,02;acme;a;007955_0x40
2349;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T11:50:00Z;-19,38;acme;a;007955_0x40
2350;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:00:00Z;-19,09;acme;a;007955_0x40
2351;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:10:00Z;-21,05;acme;a;007955_0x40
2352;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:20:00Z;-20,11;acme;a;007955_0x40
2353;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:30:00Z;-18,71;acme;a;007955_0x40
2354;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:40:00Z;-20,21;acme;a;007955_0x40
2355;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T12:50:00Z;-20,94;acme;a;007955_0x40
2356;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:00:00Z;-19,3;acme;a;007955_0x40
2357;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:10:00Z;-18,98;acme;a;007955_0x40
2358;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:20:00Z;-21,1;acme;a;007955_0x40
2359;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:30:00Z;-20,31;acme;a;007955_0x40
2360;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:40:00Z;-18,89;acme;a;007955_0x40
2361;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T13:50:00Z;-17,69;acme;a;007955_0x40
2362;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:00:00Z;-12,28;acme;a;007955_0x40
2363;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:10:00Z;-5,09;acme;a;007955_0x40
2364;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:20:00Z;-16,58;acme;a;007955_0x40
2365;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:30:00Z;-19,94;acme;a;007955_0x40
2366;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:40:00Z;-21,1;acme;a;007955_0x40
2367;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T14:50:00Z;-19,44;acme;a;007955_0x40
2368;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:00:00Z;-19,13;acme;a;007955_0x40
2369;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:10:00Z;-21,16;acme;a;007955_0x40
2370;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:20:00Z;-19,8;acme;a;007955_0x40
2371;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:30:00Z;-18,73;acme;a;007955_0x40
2372;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:40:00Z;-20,81;acme;a;007955_0x40
2373;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T15:50:00Z;-20,57;acme;a;007955_0x40
2374;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:00:00Z;-18,86;acme;a;007955_0x40
2375;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:10:00Z;-20,06;acme;a;007955_0x40
2376;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:20:00Z;-21,05;acme;a;007955_0x40
2377;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:30:00Z;-19,35;acme;a;007955_0x40
2378;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:40:00Z;-18,84;acme;a;007955_0x40
2379;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T16:50:00Z;-21,11;acme;a;007955_0x40
2380;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:00:00Z;-20,04;acme;a;007955_0x40
2381;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:10:00Z;-18,7;acme;a;007955_0x40
2382;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:20:00Z;-20,41;acme;a;007955_0x40
2383;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:30:00Z;-21,01;acme;a;007955_0x40
2384;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:40:00Z;-19,35;acme;a;007955_0x40
2385;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T17:50:00Z;-19,03;acme;a;007955_0x40
2386;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:00:00Z;-21,3;acme;a;007955_0x40
2387;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:10:00Z;-20,08;acme;a;007955_0x40
2388;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:20:00Z;-18,71;acme;a;007955_0x40
2389;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:30:00Z;-20,25;acme;a;007955_0x40
2390;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:40:00Z;-20,94;acme;a;007955_0x40
2391;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T18:50:00Z;-19,32;acme;a;007955_0x40
2392;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:00:00Z;-18,97;acme;a;007955_0x40
2393;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:10:00Z;-21,34;acme;a;007955_0x40
2394;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:20:00Z;-20,04;acme;a;007955_0x40
2395;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:30:00Z;-18,77;acme;a;007955_0x40
2396;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:40:00Z;-20,26;acme;a;007955_0x40
2397;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T19:50:00Z;-21,05;acme;a;007955_0x40
2398;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:00:00Z;-19,36;acme;a;007955_0x40
2399;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:10:00Z;-18,9;acme;a;007955_0x40
2400;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:20:00Z;-21,33;acme;a;007955_0x40
2401;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:30:00Z;-20;acme;a;007955_0x40
2402;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:40:00Z;-18,84;acme;a;007955_0x40
2403;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T20:50:00Z;-19,91;acme;a;007955_0x40
2404;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:00:00Z;-21,17;acme;a;007955_0x40
2405;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:10:00Z;-19,52;acme;a;007955_0x40
2406;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:20:00Z;-18,71;acme;a;007955_0x40
2407;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:30:00Z;-21,2;acme;a;007955_0x40
2408;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:40:00Z;-20,27;acme;a;007955_0x40
2409;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T21:50:00Z;-18,94;acme;a;007955_0x40
2410;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:00:00Z;-19,68;acme;a;007955_0x40
2411;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:10:00Z;-21,3;acme;a;007955_0x40
2412;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:20:00Z;-19,67;acme;a;007955_0x40
2413;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:30:00Z;-18,66;acme;a;007955_0x40
2414;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:40:00Z;-20,98;acme;a;007955_0x40
2415;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T22:50:00Z;-20,92;acme;a;007955_0x40
2416;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:00:00Z;-19,23;acme;a;007955_0x40
2417;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:10:00Z;-19,05;acme;a;007955_0x40
2418;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:20:00Z;-21,46;acme;a;007955_0x40
2419;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:30:00Z;-20,03;acme;a;007955_0x40
2420;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:40:00Z;-18,74;acme;a;007955_0x40
2421;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-18T23:50:00Z;-20,22;acme;a;007955_0x40
2422;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:00:00Z;-21,13;acme;a;007955_0x40
2423;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:10:00Z;-19,47;acme;a;007955_0x40
2424;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:20:00Z;-18,67;acme;a;007955_0x40
2425;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:30:00Z;-21,28;acme;a;007955_0x40
2426;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:40:00Z;-20,34;acme;a;007955_0x40
2427;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T00:50:00Z;-19,01;acme;a;007955_0x40
2428;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:00:00Z;-19,31;acme;a;007955_0x40
2429;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:10:00Z;-21,49;acme;a;007955_0x40
2430;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:20:00Z;-19,89;acme;a;007955_0x40
2431;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:30:00Z;-17,65;acme;a;007955_0x40
2432;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:40:00Z;-20,5;acme;a;007955_0x40
2433;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T01:50:00Z;-20,58;acme;a;007955_0x40
2434;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:00:00Z;-12,29;acme;a;007955_0x40
2435;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:10:00Z;-8,12;acme;a;007955_0x40
2436;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:20:00Z;-19,47;acme;a;007955_0x40
2437;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:30:00Z;-20,93;acme;a;007955_0x40
2438;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:40:00Z;-19,14;acme;a;007955_0x40
2439;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T02:50:00Z;-18,91;acme;a;007955_0x40
2440;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:00:00Z;-21,44;acme;a;007955_0x40
2441;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:10:00Z;-20,26;acme;a;007955_0x40
2442;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:20:00Z;-17,85;acme;a;007955_0x40
2443;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:30:00Z;-21,1;acme;a;007955_0x40
2444;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:40:00Z;-20,25;acme;a;007955_0x40
2445;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T03:50:00Z;-19,7;acme;a;007955_0x40
2446;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:00:00Z;-21,37;acme;a;007955_0x40
2447;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:10:00Z;-19,6;acme;a;007955_0x40
2448;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:20:00Z;-18,78;acme;a;007955_0x40
2449;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:30:00Z;-21,32;acme;a;007955_0x40
2450;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:40:00Z;-20,24;acme;a;007955_0x40
2451;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T04:50:00Z;-18,91;acme;a;007955_0x40
2452;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:00:00Z;-20,09;acme;a;007955_0x40
2453;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:10:00Z;-21,06;acme;a;007955_0x40
2454;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:20:00Z;-19,37;acme;a;007955_0x40
2455;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:30:00Z;-18,7;acme;a;007955_0x40
2456;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:40:00Z;-21,29;acme;a;007955_0x40
2457;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T05:50:00Z;-20,04;acme;a;007955_0x40
2458;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:00:00Z;-19,22;acme;a;007955_0x40
2459;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:10:00Z;-21,19;acme;a;007955_0x40
2460;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:20:00Z;-19,63;acme;a;007955_0x40
2461;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:30:00Z;-18,64;acme;a;007955_0x40
2462;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:40:00Z;-20,72;acme;a;007955_0x40
2463;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T06:50:00Z;-20,63;acme;a;007955_0x40
2464;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:00:00Z;-19,19;acme;a;007955_0x40
2465;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:10:00Z;-18,88;acme;a;007955_0x40
2466;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:20:00Z;-21,34;acme;a;007955_0x40
2467;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:30:00Z;-19,89;acme;a;007955_0x40
2468;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:40:00Z;-18,9;acme;a;007955_0x40
2469;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T07:50:00Z;-20,04;acme;a;007955_0x40
2470;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:00:00Z;-21,1;acme;a;007955_0x40
2471;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:10:00Z;-19,47;acme;a;007955_0x40
2472;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:20:00Z;-18,58;acme;a;007955_0x40
2473;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:30:00Z;-20,79;acme;a;007955_0x40
2474;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:40:00Z;-20,36;acme;a;007955_0x40
2475;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T08:50:00Z;-19,1;acme;a;007955_0x40
2476;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:00:00Z;-19,11;acme;a;007955_0x40
2477;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:10:00Z;-21,14;acme;a;007955_0x40
2478;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:20:00Z;-19,88;acme;a;007955_0x40
2479;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:30:00Z;-18,69;acme;a;007955_0x40
2480;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:40:00Z;-18,7;acme;a;007955_0x40
2481;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T09:50:00Z;-20,66;acme;a;007955_0x40
2482;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:00:00Z;-18,98;acme;a;007955_0x40
2483;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:10:00Z;-19,63;acme;a;007955_0x40
2484;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:20:00Z;-19,28;acme;a;007955_0x40
2485;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:30:00Z;-18,87;acme;a;007955_0x40
2486;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:40:00Z;-21,04;acme;a;007955_0x40
2487;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T10:50:00Z;-20,32;acme;a;007955_0x40
2488;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:00:00Z;-18,94;acme;a;007955_0x40
2489;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:10:00Z;-19,26;acme;a;007955_0x40
2490;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:20:00Z;-21,05;acme;a;007955_0x40
2491;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:30:00Z;-20,61;acme;a;007955_0x40
2492;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:40:00Z;-19,18;acme;a;007955_0x40
2493;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-19T11:50:00Z;-19,09;acme;a;007955_0x40
