idx;result;table;_start;_stop;_time;_value;InstallationName;_field;_measurement
588;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T02:10:00Z;-12,86;acme;a;007955_0x40
589;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T02:20:00Z;-18,88;acme;a;007955_0x40
590;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T02:30:00Z;-21,49;acme;a;007955_0x40
591;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T02:40:00Z;-20,73;acme;a;007955_0x40
592;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T02:50:00Z;-19,13;acme;a;007955_0x40
593;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:00:00Z;-18,88;acme;a;007955_0x40
594;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:10:00Z;-19,07;acme;a;007955_0x40
595;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:20:00Z;-21,08;acme;a;007955_0x40
596;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:30:00Z;-20,09;acme;a;007955_0x40
597;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:40:00Z;-18,7;acme;a;007955_0x40
598;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T03:50:00Z;-19,88;acme;a;007955_0x40
599;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:00:00Z;-20,96;acme;a;007955_0x40
600;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:10:00Z;-19,12;acme;a;007955_0x40
601;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:20:00Z;-18,83;acme;a;007955_0x40
602;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:30:00Z;-20,88;acme;a;007955_0x40
603;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:40:00Z;-20,17;acme;a;007955_0x40
604;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T04:50:00Z;-18,52;acme;a;007955_0x40
605;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:00:00Z;-20,47;acme;a;007955_0x40
606;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:10:00Z;-20,33;acme;a;007955_0x40
607;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:20:00Z;-18,95;acme;a;007955_0x40
608;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:30:00Z;-19,54;acme;a;007955_0x40
609;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:40:00Z;-20,81;acme;a;007955_0x40
610;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T05:50:00Z;-19,24;acme;a;007955_0x40
611;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:00:00Z;-19,07;acme;a;007955_0x40
612;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:10:00Z;-21,23;acme;a;007955_0x40
613;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:20:00Z;-19,67;acme;a;007955_0x40
614;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:30:00Z;-18,53;acme;a;007955_0x40
615;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:40:00Z;-20,32;acme;a;007955_0x40
616;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T06:50:00Z;-20,2;acme;a;007955_0x40
617;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:00:00Z;-19,2;acme;a;007955_0x40
618;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:10:00Z;-21,06;acme;a;007955_0x40
619;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:20:00Z;-19,33;acme;a;007955_0x40
620;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:30:00Z;-19,83;acme;a;007955_0x40
621;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:40:00Z;-21,09;acme;a;007955_0x40
622;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T07:50:00Z;-19,62;acme;a;007955_0x40
623;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:00:00Z;-18,79;acme;a;007955_0x40
624;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:10:00Z;-20,83;acme;a;007955_0x40
625;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:20:00Z;-19,83;acme;a;007955_0x40
626;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:30:00Z;-18,13;acme;a;007955_0x40
627;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:40:00Z;-20,36;acme;a;007955_0x40
628;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T08:50:00Z;-20,73;acme;a;007955_0x40
629;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:00:00Z;-19,19;acme;a;007955_0x40
630;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:10:00Z;-18,29;acme;a;007955_0x40
631;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:20:00Z;-19,73;acme;a;007955_0x40
632;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:30:00Z;-20,89;acme;a;007955_0x40
633;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:40:00Z;-21,48;acme;a;007955_0x40
634;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T09:50:00Z;-22,14;acme;a;007955_0x40
635;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:00:00Z;-20,89;acme;a;007955_0x40
636;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:10:00Z;-20,26;acme;a;007955_0x40
637;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:20:00Z;-20,88;acme;a;007955_0x40
638;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:30:00Z;-17,45;acme;a;007955_0x40
639;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:40:00Z;-19,25;acme;a;007955_0x40
640;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T10:50:00Z;-20,42;acme;a;007955_0x40
641;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:00:00Z;-20,61;acme;a;007955_0x40
642;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:10:00Z;-19,49;acme;a;007955_0x40
643;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:20:00Z;-18,28;acme;a;007955_0x40
644;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:30:00Z;-19,4;acme;a;007955_0x40
645;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:40:00Z;-20,67;acme;a;007955_0x40
646;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T11:50:00Z;-20,23;acme;a;007955_0x40
647;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:00:00Z;-18,82;acme;a;007955_0x40
648;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:10:00Z;-18,84;acme;a;007955_0x40
649;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:20:00Z;-20,39;acme;a;007955_0x40
650;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:30:00Z;-20,54;acme;a;007955_0x40
651;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:40:00Z;-19,23;acme;a;007955_0x40
652;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T12:50:00Z;-18,68;acme;a;007955_0x40
653;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:00:00Z;-20,19;acme;a;007955_0x40
654;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:10:00Z;-20,71;acme;a;007955_0x40
655;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:20:00Z;-19,4;acme;a;007955_0x40
656;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:30:00Z;-18,66;acme;a;007955_0x40
657;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:40:00Z;-20,21;acme;a;007955_0x40
658;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T13:50:00Z;-19,77;acme;a;007955_0x40
659;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:00:00Z;-15,94;acme;a;007955_0x40
660;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:10:00Z;-10,38;acme;a;007955_0x40
661;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:20:00Z;-15,02;acme;a;007955_0x40
662;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:30:00Z;-18,2;acme;a;007955_0x40
663;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:40:00Z;-19,51;acme;a;007955_0x40
664;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T14:50:00Z;-20,44;acme;a;007955_0x40
665;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:00:00Z;-20,61;acme;a;007955_0x40
666;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:10:00Z;-19,49;acme;a;007955_0x40
667;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:20:00Z;-18,5;acme;a;007955_0x40
668;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:30:00Z;-20,75;acme;a;007955_0x40
669;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:40:00Z;-20,06;acme;a;007955_0x40
670;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T15:50:00Z;-18,91;acme;a;007955_0x40
671;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T16:00:00Z;-18,86;acme;a;007955_0x40
672;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T16:20:00Z;-20,19;acme;a;007955_0x40
673;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T16:30:00Z;-19,3;acme;a;007955_0x40
674;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T16:40:00Z;-19,4;acme;a;007955_0x40
675;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T16:50:00Z;-20,81;acme;a;007955_0x40
676;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T17:00:00Z;-20,46;acme;a;007955_0x40
677;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T17:10:00Z;-18,95;acme;a;007955_0x40
678;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T17:20:00Z;-19,75;acme;a;007955_0x40
679;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T17:30:00Z;-21,18;acme;a;007955_0x40
680;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T17:40:00Z;-20,26;acme;a;007955_0x40
681;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T18:50:00Z;-20,56;acme;a;007955_0x40
682;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T19:00:00Z;-18,63;acme;a;007955_0x40
683;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T19:10:00Z;-20,38;acme;a;007955_0x40
684;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T19:20:00Z;-21,63;acme;a;007955_0x40
685;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T19:50:00Z;-21,61;acme;a;007955_0x40
686;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:00:00Z;-20,62;acme;a;007955_0x40
687;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:10:00Z;-19;acme;a;007955_0x40
688;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:20:00Z;-19,42;acme;a;007955_0x40
689;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:30:00Z;-21,24;acme;a;007955_0x40
690;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:40:00Z;-20,21;acme;a;007955_0x40
691;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T20:50:00Z;-18,69;acme;a;007955_0x40
692;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:00:00Z;-21,06;acme;a;007955_0x40
693;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:10:00Z;-20,63;acme;a;007955_0x40
694;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:20:00Z;-19,12;acme;a;007955_0x40
695;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:30:00Z;-19,43;acme;a;007955_0x40
696;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:40:00Z;-21,25;acme;a;007955_0x40
697;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T21:50:00Z;-19,71;acme;a;007955_0x40
698;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:00:00Z;-18,63;acme;a;007955_0x40
699;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:10:00Z;-20,99;acme;a;007955_0x40
700;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:20:00Z;-20,6;acme;a;007955_0x40
701;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:30:00Z;-19,1;acme;a;007955_0x40
702;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:40:00Z;-19,74;acme;a;007955_0x40
703;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T22:50:00Z;-21,17;acme;a;007955_0x40
704;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:00:00Z;-19,72;acme;a;007955_0x40
705;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:10:00Z;-18,6;acme;a;007955_0x40
706;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:20:00Z;-21,32;acme;a;007955_0x40
707;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:30:00Z;-20,28;acme;a;007955_0x40
708;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:40:00Z;-18,84;acme;a;007955_0x40
709;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-05T23:50:00Z;-20,38;acme;a;007955_0x40
710;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:00:00Z;-20,97;acme;a;007955_0x40
711;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:10:00Z;-19,69;acme;a;007955_0x40
712;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:20:00Z;-19,39;acme;a;007955_0x40
713;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:30:00Z;-21,43;acme;a;007955_0x40
714;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:40:00Z;-19,91;acme;a;007955_0x40
715;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T00:50:00Z;-18,84;acme;a;007955_0x40
716;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T01:00:00Z;-20,85;acme;a;007955_0x40
717;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T01:10:00Z;-20,92;acme;a;007955_0x40
718;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T01:20:00Z;-18,98;acme;a;007955_0x40
719;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T01:30:00Z;-19,68;acme;a;007955_0x40
720;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T01:40:00Z;-21,73;acme;a;007955_0x40
721;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T02:10:00Z;-14,31;acme;a;007955_0x40
722;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T02:30:00Z;-21,09;acme;a;007955_0x40
723;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T02:40:00Z;-19,79;acme;a;007955_0x40
724;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T02:50:00Z;-18,54;acme;a;007955_0x40
725;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:00:00Z;-21,79;acme;a;007955_0x40
726;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:10:00Z;-20,67;acme;a;007955_0x40
727;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:20:00Z;-18,97;acme;a;007955_0x40
728;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:30:00Z;-20,76;acme;a;007955_0x40
729;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:40:00Z;-20,96;acme;a;007955_0x40
730;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T03:50:00Z;-19,2;acme;a;007955_0x40
731;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:00:00Z;-19,68;acme;a;007955_0x40
732;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:10:00Z;-21,15;acme;a;007955_0x40
733;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:20:00Z;-19,9;acme;a;007955_0x40
734;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:30:00Z;-18,63;acme;a;007955_0x40
735;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:40:00Z;-21,18;acme;a;007955_0x40
736;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T04:50:00Z;-20,41;acme;a;007955_0x40
737;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T05:00:00Z;-18,41;acme;a;007955_0x40
738;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T05:10:00Z;-19,1;acme;a;007955_0x40
739;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T05:30:00Z;-19,21;acme;a;007955_0x40
740;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T05:40:00Z;-18,69;acme;a;007955_0x40
741;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T05:50:00Z;-21,52;acme;a;007955_0x40
742;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T06:10:00Z;-18,22;acme;a;007955_0x40
743;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T06:20:00Z;-21,48;acme;a;007955_0x40
744;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T06:30:00Z;-20,71;acme;a;007955_0x40
745;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T06:40:00Z;-19,16;acme;a;007955_0x40
746;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T06:50:00Z;-19,24;acme;a;007955_0x40
747;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:00:00Z;-21,22;acme;a;007955_0x40
748;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:10:00Z;-19,97;acme;a;007955_0x40
749;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:20:00Z;-18,56;acme;a;007955_0x40
750;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:30:00Z;-20,22;acme;a;007955_0x40
751;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:40:00Z;-21,05;acme;a;007955_0x40
752;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T07:50:00Z;-19,47;acme;a;007955_0x40
753;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:00:00Z;-18,79;acme;a;007955_0x40
754;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:10:00Z;-20,85;acme;a;007955_0x40
755;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:20:00Z;-20,56;acme;a;007955_0x40
756;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:30:00Z;-18,56;acme;a;007955_0x40
757;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:40:00Z;-20,03;acme;a;007955_0x40
758;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T08:50:00Z;-21;acme;a;007955_0x40
759;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T09:00:00Z;-20,07;acme;a;007955_0x40
760;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T09:20:00Z;-19,44;acme;a;007955_0x40
761;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T10:00:00Z;-20,5;acme;a;007955_0x40
762;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T10:20:00Z;-20,42;acme;a;007955_0x40
763;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T10:30:00Z;-18,78;acme;a;007955_0x40
764;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T10:40:00Z;-20,25;acme;a;007955_0x40
765;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T11:40:00Z;-20,5;acme;a;007955_0x40
766;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T11:50:00Z;-19,51;acme;a;007955_0x40
767;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:00:00Z;-18,48;acme;a;007955_0x40
768;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:10:00Z;-19,59;acme;a;007955_0x40
769;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:20:00Z;-20,65;acme;a;007955_0x40
770;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:30:00Z;-20,25;acme;a;007955_0x40
771;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:40:00Z;-19,25;acme;a;007955_0x40
772;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T12:50:00Z;-18,27;acme;a;007955_0x40
773;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T13:10:00Z;-20,78;acme;a;007955_0x40
774;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T13:30:00Z;-18,56;acme;a;007955_0x40
775;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T13:40:00Z;-19,81;acme;a;007955_0x40
776;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T14:00:00Z;-16,44;acme;a;007955_0x40
777;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T18:50:00Z;-19,38;acme;a;007955_0x40
778;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T19:30:00Z;-17,33;acme;a;007955_0x40
779;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T19:40:00Z;-19,38;acme;a;007955_0x40
780;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T20:10:00Z;-20,56;acme;a;007955_0x40
781;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T20:20:00Z;-21,22;acme;a;007955_0x40
782;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T20:30:00Z;-19,79;acme;a;007955_0x40
783;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T21:00:00Z;-21,02;acme;a;007955_0x40
784;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T21:10:00Z;-19,25;acme;a;007955_0x40
785;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T22:00:00Z;-21,19;acme;a;007955_0x40
786;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T22:10:00Z;-21,02;acme;a;007955_0x40
787;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T22:40:00Z;-21,29;acme;a;007955_0x40
788;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T23:10:00Z;-22,25;acme;a;007955_0x40
789;_result;7;2020-07-01T00:00:00Z;2020-08-01T00:00:00Z;2020-07-06T23:40:00Z;-21,88;acme;a;007955_0x40
